	name	tla	home_helmet	home_logo	home_shirt	home_sleeve	home_pants	home_stripe	home_socks1	home_socks2	away_helmet	away_logo	away_shirt	away_sleeve	away_pants	away_stripe	away_socks1	away_socks2	alt_helmet	alt_logo	alt_shirt	alt_sleeve	alt_pants	alt_stripe	alt_socks1	alt_socks2	rush_helmet	rush_logo	rush_shirt	rush_sleeve	rush_pants	rush_stripe	rush_socks1	rush_socks2	roof	rainfall	snowfall	endzone
232	E. Illinois	EIL	$666666	$0000ff	$0000ff	$666666	$666666	$666666	$666666	$666666	$666666	$0000ff	$ffffff	$0000ff	$666666	$666666	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	28	0	$4E4E4E
233	S. Charles	SCH	$666666	$ffcc99	$ffcc99	$ffcc99	$666666	$ffcc99	$666666	$666666	$ffcc99	$ffcc99	$ffffff	$666666	$ffffff	$ffffff	$dfdfdf	$efefef	$666666	$ffcc99	$666666	$ffcc99	$666666	$666666	$666666	$666666	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$4E4E4E
234	Murray	MUR	$ffffff	$000099	$000099	$000099	$000099	$ff9900	$000099	$000099	$000099	$ff9900	$ffffff	$ffffff	$ffffff	$000099	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$181881
235	Missouri S.E.	MSE	$666666	$ff0000	$ff0000	$ff0000	$ff0000	$ff0000	$666666	$666666	$ff0000	$666666	$ffffff	$ffffff	$666666	$666666	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$4E4E4E
236	Tennessee S.	TNS	$ffffff	$0000ff	$0000ff	$0000ff	$999999	$999999	$999999	$999999	$ffffff	$0000ff	$ffffff	$0000ff	$0000ff	$0000ff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$1818E7
237	Tennessee T.	TNT	$ffffff	$ffff00	$000099	$000099	$ffffff	$ffffff	$dfdfdf	$efefef	$ffffff	$ffff00	$ffffff	$ffff00	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$E7E718
238	Tennessee M.	TNM	$ffffff	$000066	$ff0000	$ff0000	$ff0000	$ff0000	$dfdfdf	$efefef	$ffffff	$000066	$ffffff	$000066	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$18184E
239	Lewisburg	LEW	$000099	$ffa800	$000099	$000099	$000099	$000099	$000099	$000099	$333333	$ff0000	$ffffff	$ffffff	$ff0000	$ff0000	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$181881
240	Hamilton	HML	$cccccc	$ffffff	$800000	$cccccc	$800000	$cccccc	$dfdfdf	$efefef	$ff0000	$000000	$ffffff	$ff0000	$ff0000	$ff0000	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	37	0	$B4B4B4
241	Bronx	BNX	$ff0000	$ffffff	$ff0000	$ff0000	$ff0000	$ffffff	$dfdfdf	$efefef	$ff0000	$ffffff	$ffffff	$ff0000	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	31	0	$E71818
242	D.C. Cath.	DCC	$999999	$0000c0	$0000c0	$0000c0	$0000c0	$0000c0	$dfdfdf	$efefef	$dfdfdf	$999999	$ffffff	$ffffff	$dfdfdf	$999999	$dfdfdf	$efefef	$999999	$0000c0	$999999	$999999	$999999	$0000c0	$999999	$999999	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$818181
243	Worcester	WOR	$663399	$ffffff	$663399	$663399	$ffffff	$ffffff	$663399	$663399	$663399	$ffffff	$ffffff	$ffffff	$dfdfdf	$663399	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	33	0	$4E1B81
244	Easton	EAS	$ffffff	$993333	$993333	$993333	$ffffff	$ffffff	$ffffff	$ffffff	$ffffff	$ffffff	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	32	0	$811B1B
245	Bethlehem	BET	$ffcc99	$ffcc99	$663300	$663300	$ffffff	$663300	$ffffff	$ffffff	$ffffff	$663300	$ffffff	$ffffff	$dfdfdf	$663300	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	32	0	$4E1B18
246	Indianapolis	IND	$ffffff	$000099	$000099	$000099	$ffffff	$ffffff	$000099	$000099	$ffffff	$000099	$ffffff	$000099	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	28	0	$181881
247	N.C. D.	NCD	$ff0000	$ff0000	$ff0000	$ff0000	$ffffff	$000099	$ffffff	$ffffff	$000000	$ffffff	$000000	$ff0000	$ffffff	$ff0000	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$E71818
248	Dayton	DAY	$ff0000	$ffffff	$ff0000	$000099	$ffffff	$ffffff	$dfdfdf	$efefef	$ff0000	$ffffff	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	30	0	$E71818
249	Des Moines	D.M	$336699	$ffffff	$336699	$336699	$ffffff	$ffffff	$dfdfdf	$efefef	$336699	$ffffff	$ffffff	$ffffff	$666666	$666666	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$1B4E81
250	P'keepsie	POU	$ffffff	$ffa800	$ffa800	$ffa800	$ffa800	$ffa800	$ffa800	$ffa800	$ffffff	$ff0000	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	33	0	$E79018
251	Morehead	MHD	$ffffff	$660066	$660066	$660066	$660066	$ffff00	$660066	$660066	$ffffff	$660066	$ffffff	$ffffff	$660066	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$4E184E
252	Clinton	CLI	$ffffff	$0000ff	$0000ff	$0000ff	$ffffff	$ffffff	$0000ff	$0000ff	$ffffff	$0000ff	$ffffff	$ffffff	$0000ff	$0000ff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$1818E7
253	St. Paul	STP	$c0c0c0	$000099	$000099	$000099	$000099	$000099	$dfdfdf	$efefef	$c0c0c0	$000099	$ffffff	$ffffff	$c0c0c0	$c0c0c0	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	31	0	$A8A8A8
254	San Diego	S.D	$0000c0	$99ccff	$0000c0	$0000c0	$0000c0	$99ccff	$000000	$000000	$0000c0	$99ccff	$ffffff	$ffffff	$ffffff	$0000c0	$0000c0	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	6	0	$1818A8
255	DeLand	DEL	$ffffff	$006633	$006633	$000000	$000000	$000000	$006633	$006633	$ffffff	$006633	$ffffff	$006633	$ffffff	$006633	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	22	0	$184E1B
256	Indiana V.	I.V	$ffffff	$660000	$660000	$660000	$ffcc99	$660000	$ffcc99	$ffcc99	$ffffff	$ffcc99	$ffffff	$ffffff	$dfdfdf	$660000	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	29	0	$4E1818
257	Chattanooga	CGA	$ffffff	$ffa800	$003366	$003366	$003366	$ffffff	$003366	$003366	$ffffff	$ffa800	$ffffff	$ffffff	$ffffff	$ffa800	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$E79018
258	Charlst'n C.	C.C	$ffffff	$000099	$000099	$000099	$000099	$ffffff	$000099	$000099	$ffffff	$000099	$ffffff	$ffffff	$ffffff	$6699ff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$181881
259	E. Tennessee	ETN	$000099	$ffd700	$ffd700	$ffd700	$ffd700	$000099	$ffd700	$ffd700	$dfdfdf	$ffd700	$ffffff	$ffffff	$dfdfdf	$ffd700	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$181881
260	Greenville	GRN	$ffffff	$000099	$000099	$000099	$ffffff	$ffffff	$dfdfdf	$efefef	$ffffff	$000099	$cccccc	$cccccc	$cccccc	$000099	$000099	$000099	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$181881
261	Macon	MAC	$333333	$ff9900	$333333	$333333	$333333	$333333	$dfdfdf	$efefef	$ffffff	$ff9900	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$1B1B1B
262	B'ham S.	BHS	$ffffff	$000099	$000099	$000099	$ffffff	$ffffff	$dfdfdf	$efefef	$ffffff	$cccccc	$ffffff	$000099	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	22	0	$181B4E
263	W. Carolina	W.C	$000099	$ffffff	$000099	$000099	$ffffff	$000099	$000099	$000099	$000099	$ffffff	$ffffff	$ffffff	$ffffff	$000099	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$181881
264	Spartanburg	SPA	$ffd700	$ffd700	$333333	$000000	$ffd700	$ffd700	$dfdfdf	$efefef	$ffd700	$ffd700	$ffffff	$ffffff	$ffd700	$ffd700	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	26	0	$E7B481
265	Virginia M.	VAM	$ffd700	$ff0000	$ff0000	$ff0000	$ffd700	$ff0000	$ffd700	$ffd700	$ffffff	$ff0000	$ffffff	$ff0000	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$E7BF18
266	Houston B.	HOB	$ffffff	$ffd700	$0000ff	$0000ff	$0000ff	$0000ff	$0000ff	$0000ff	$ffffff	$ffd700	$ffffff	$ffd700	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$1818E7
267	S.A. Catholic	SCA	$ff0000	$ffffff	$ff0000	$ff0000	$ffffff	$333333	$dfdfdf	$efefef	$ffffff	$ff0000	$ffffff	$ff0000	$ff0000	$ff0000	$dfdfdf	$efefef	$ff0000	$ffffff	$000000	$000000	$000000	$ff0000	$000000	$000000	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	19	0	$E71818
268	Beaumont	BEA	$ffffff	$ff0000	$ff0000	$ff0000	$ff0000	$000000	$ff0000	$ff0000	$dfdfdf	$ff0000	$ffffff	$ffffff	$dfdfdf	$ff0000	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$1B1B1B
269	L. Charles	L.C	$ffd700	$006699	$006699	$006699	$ffd700	$006699	$ffd700	$ffd700	$ffd700	$006699	$ffffff	$ffffff	$ffd700	$006699	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$E7BF18
270	Thibodaux	THX	$c0c0c0	$ff0000	$ff0000	$ff0000	$c0c0c0	$ff0000	$c0c0c0	$c0c0c0	$dfdfdf	$ff0000	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$A8A8A8
271	Nachitoches	NAC	$ffffff	$000099	$000099	$ffa800	$000099	$000099	$dfdfdf	$efefef	$ffffff	$000099	$ffffff	$ffffff	$000099	$000099	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	25	0	$4E1B81
272	LA. S.E.	LSE	$ffffff	$ffd700	$ffd700	$ffd700	$ffffff	$339933	$dfdfdf	$efefef	$ffffff	$339933	$ffffff	$ffffff	$ffffff	$ffd700	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$E7BF18
273	Texas A.C.	TXC	$ffd700	$000099	$000099	$ffd700	$ffd700	$ffd700	$ffd700	$ffd700	$000099	$ffd700	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	20	0	$E7BF18
274	Alabama A.	ALA	$ffffff	$800000	$800000	$ffffff	$ffffff	$ffffff	$dfdfdf	$dfdfdf	$ffffff	$800000	$ffffff	$ffffff	$800000	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$681818
275	Alabama S.	ALS	$ffcc99	$ffffff	$333333	$333333	$333333	$333333	$333333	$333333	$ffcc99	$ffffff	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$E7B481
276	Daytona B.	D.B	$ffff00	$800000	$800000	$ffffff	$800000	$ffff00	$800000	$800000	$ffffff	$800000	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$681818
277	Fla. A.M.	FAM	$ffa800	$339966	$339966	$339966	$339966	$339966	$dfdfdf	$efefef	$ffa800	$ffffff	$ffffff	$ffa800	$ffa800	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	27	0	$E79018
278	Jackson	JAC	$000066	$ffffff	$000066	$ffffff	$000066	$ffffff	$000066	$000066	$ffffff	$ffffff	$ffffff	$000066	$660000	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$18184E
279	Miss. V.S.	MVS	$006633	$ffffff	$006633	$ffffff	$006633	$ffffff	$006633	$006633	$006633	$ffffff	$ffffff	$ffffff	$dfdfdf	$006633	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$184E1B
280	Lorman	LOR	$330066	$ffcc99	$330066	$330066	$330066	$ffcc99	$330066	$330066	$ffcc99	$ffffff	$ffffff	$330066	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$1B184E
281	Arkansas P.	ARP	$333333	$ffd700	$333333	$ffd700	$333333	$ffd700	$333333	$333333	$333333	$ffd700	$ffffff	$333333	$dfdfdf	$333333	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$1B1B1B
282	Grambling	GRA	$999999	$ffd700	$999999	$999999	$ffd700	$ffd700	$999999	$999999	$999999	$ffd700	$ffffff	$ffffff	$999999	$ffd700	$666666	$888888	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$818181
283	Prairie V.	P.V	$333399	$ffcc33	$ffcc33	$ffcc33	$333399	$ffcc33	$333399	$333399	$ffffff	$ffff00	$ffffff	$0000ff	$ffffff	$0000ff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$1B1B81
284	Baton Rouge	B.R	$ffffff	$66ccff	$66ccff	$66ccff	$66ccff	$ffffff	$66ccff	$66ccff	$ffffff	$66ccff	$ffffff	$ffffff	$ffffff	$ffffff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$4EB4E7
285	Texas So.	TSO	$660000	$660000	$660000	$660000	$ffffff	$ffffff	$dfdfdf	$efefef	$660000	$660000	$cccccc	$cccccc	$cccccc	$660000	$cccccc	$dfdfdf	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$4E1818
286	Abilene	ABI	$ffffff	$0000ff	$0000ff	$0000ff	$ffffff	$333333	$dfdfdf	$efefef	$ffffff	$0000ff	$ffffff	$0000ff	$dfdfdf	$0000ff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$1818E7
287	Huntsville	HVL	$ff0000	$ffffff	$ff0000	$ff0000	$ffffff	$ff0000	$ff0000	$ff0000	$ff0000	$ffffff	$ffffff	$ff0000	$ff0000	$ff0000	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	24	0	$E71818
288	S. Utah	SUT	$ffffff	$ffa800	$ffa800	$ffa800	$ffa800	$ffffff	$ffa800	$ffa800	$ffffff	$ffa800	$ffffff	$ffffff	$ffa800	$ffa800	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	7	0	$E79018
289	Nacogdoches	NCG	$663399	$663399	$663399	$663399	$663399	$ffffff	$dfdfdf	$efefef	$ffffff	$663399	$ffffff	$ffffff	$ffffff	$663399	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	23	0	$4E1B81
290	Stephenville	STE	$663399	$663399	$0000ff	$0000ff	$0000ff	$0000ff	$dfdfdf	$efefef	$663399	$ffffff	$ffffff	$ffffff	$ffffff	$0000ff	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	18	0	$4E1B81
291	Utah T.	UTT	$ff0000	$ffffff	$000099	$000099	$000099	$ffffff	$dfdfdf	$efefef	$ff0000	$ffffff	$ffffff	$000066	$000066	$000066	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	7	0	$E71818
292	N. Jersey M.	NJM	$999999	$000099	$000099	$000099	$000099	$000099	$000099	$000099	$999999	$000099	$ffffff	$ffffff	$ffffff	$000099	$dfdfdf	$efefef	$fffdd0	$000442	$000442	$000442	$000442	$000442	$000442	$fffdd0	$000442	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$fffdd0	$000442	0	33	0	$818181
